eid,doi,title,publication_name,cover_date,citedby_count,open_access,downloaded
2-s2.0-0042164662,,Activated carbon based ruthenium oxide materials for supercapacitor,Xiyou Jinshu Cailiao Yu Gongcheng Rare Metal Materials and Engineering,2003-06-01,8,0,0
2-s2.0-0037447755,10.1016/S0013-4686(03)00035-5,Ammoxidation of active carbons for improvement of supercapacitor characteristics,Electrochimica Acta,2003-05-15,267,0,0
2-s2.0-0037541159,10.1016/S0378-7753(03)00158-7,Electrochemical and capacitive properties of polyaniline-implanted porous carbon electrode for supercapacitors,Journal of Power Sources,2003-05-15,171,0,0
2-s2.0-0038665497,10.1016/S0378-7753(03)00356-2,Capacitance of the polypyrrole/polyimide composite by electrochemical impedance spectroscopy,Journal of Power Sources,2003-05-15,44,0,0
2-s2.0-0038476124,10.1149/1.1566411,Activated carbon/conducting polymer hybrid supercapacitors,Journal of the Electrochemical Society,2003-05-01,199,0,0
2-s2.0-0038035349,10.1149/1.1563872,Composite supercapacitor containing tin oxide and electroplated ruthenium oxide,Electrochemical and Solid State Letters,2003-05-01,75,0,0
2-s2.0-1642280839,10.1016/S0379-6779(02)00688-4,Conducting polymer electrochemistry in ionic liquids,Synthetic Metals,2003-04-04,53,0,0
2-s2.0-0037397945,10.1149/1.1559068,High-peak-power polymer electrolyte membrane fuel cells,Journal of the Electrochemical Society,2003-04-01,25,0,0
2-s2.0-0141629305,,Prepatation of ultra-fine ruthenium oxide as an electrode material for electrochemical capacitors,Chinese Journal of Inorganic Chemistry,2003-04-01,11,0,0
2-s2.0-0037468658,10.1016/S0378-7753(02)00718-8,"A comparative study of Li-ion battery, supercapacitor and nonaqueous asymmetric hybrid devices for automotive applications",Journal of Power Sources,2003-03-27,556,0,0
2-s2.0-0037468621,10.1016/S0378-7753(02)00647-X,The optimization of specific capacitance of amorphous manganese oxide for electrochemical supercapacitors using experimental strategies,Journal of Power Sources,2003-03-27,174,0,0
2-s2.0-0037433623,10.1016/S0378-7753(02)00708-5,Development of ultracapacitor modules for 42-V automotive electrical systems,Journal of Power Sources,2003-03-12,60,0,0
2-s2.0-0038559887,,Research on nanophase MnO2 for electrochemical supercapacitor,Acta Physico Chimica Sinica,2003-03-01,18,0,0
2-s2.0-0037348996,10.1149/1.1543948,Electrochemical characteristics and impedance spectroscopy studies of carbon-carbon supercapacitors,Journal of the Electrochemical Society,2003-03-01,1904,0,0
2-s2.0-0037352769,10.1149/1.1541675,Synthesis and characterization of MnO2-based mixed oxides as supercapacitors,Journal of the Electrochemical Society,2003-03-01,290,0,0
2-s2.0-0038165529,,Electrochemical capacitor using nickel oxide/carbon nanotube composites electrode,Wuji Cailiao Xuebao Journal of Inorganic Materials,2003-03-01,19,0,0
2-s2.0-0037925630,10.1023/A:1024193028297,Operating characteristics of aqueous magnetite electrochemical capacitors,Journal of Applied Electrochemistry,2003-03-01,71,0,0
2-s2.0-0038043498,10.1023/A:1024022230868,On porosity of carbon aerogels from sol-gel polymerization of phenolic novolak and furfural,Journal of Porous Materials,2003-03-01,17,0,0
2-s2.0-0037419945,10.1016/S0013-4686(02)00734-X,Polyaniline-deposited porous carbon electrode for supercapacitor,Electrochimica Acta,2003-02-05,352,0,0
2-s2.0-0037419946,10.1016/S0013-4686(02)00744-2,Electrochemical characterization of new electric double layer capacitor with polymer hydrogel electrolyte,Electrochimica Acta,2003-02-05,88,0,0
2-s2.0-0037323182,10.1149/1.1534731,Electrochemical supercapacitors for optical modulation,Electrochemical and Solid State Letters,2003-02-01,15,0,0
2-s2.0-0141517409,,Research on the hybrid supercapacitor with nickel oxide and carbon nanotube electrodes,Chinese Journal of Inorganic Chemistry,2003-02-01,6,0,0
2-s2.0-0037295011,10.1016/S1388-2481(03)00010-9,Hybrid organic-inorganic nanocomposite materials for application in solid state electrochemical supercapacitors,Electrochemistry Communications,2003-02-01,250,2,0
2-s2.0-0037438966,10.1016/S0013-4686(02)00727-2,The study of multiwalled carbon nanotube deposited with conducting polymer for supercapacitor,Electrochimica Acta,2003-01-15,308,0,0
2-s2.0-26844547834,,Supercaps for supercaches,EDN,2003-01-09,7,0,0
2-s2.0-84952789482,10.1109/REDW.2003.1281351,"Susceptibility of ""ultracapacitors"" to proton and gamma irradiation",IEEE Radiation Effects Data Workshop,2003-01-01,7,0,0
2-s2.0-1842455749,10.1007/BF03027042,Charge-Discharge Induced Phase Transformation of RuO2 Electrode for Thin Film Supercapacitor,Metals and Materials International,2003-01-01,9,0,0
2-s2.0-85072422923,10.4271/2003-01-0418,Performance and operational characteristics of a hybrid vehicle powered by fuel cells and supercapacitors,SAE Technical Papers,2003-01-01,35,0,0
2-s2.0-0037230737,10.1109/APEC.2003.1179259,Active power sharing in hybrid battery/capacitor power sources,Conference Proceedings IEEE Applied Power Electronics Conference and Exposition APEC,2003-01-01,82,0,0
2-s2.0-0037216573,10.1016/S0378-7753(02)00491-3,Characteristics and performance of 500 F asymmetric hybrid advanced supercapacitor prototypes,Journal of Power Sources,2003-01-01,158,0,0
2-s2.0-85072439240,10.4271/2003-01-2290,A comparison of different methods for battery and supercapacitor modeling,SAE Technical Papers,2003-01-01,7,0,0
2-s2.0-84946049572,10.1109/IEMDC.2003.1210630,Comparing DC-DC converters for power management in hybrid electric vehicles,Iemdc 2003 IEEE International Electric Machines and Drives Conference,2003-01-01,242,0,0
2-s2.0-4143123120,10.1109/vetecf.2003.1286246,The role of ultracapacitors in an energy storage unit for vehicle power management,IEEE Vehicular Technology Conference,2003-01-01,80,0,0
2-s2.0-0037233161,,Supervisory control of a HV integrated starter-alternator with ultracapacitor support within the 42 V automotive electrical system,Conference Proceedings IEEE Applied Power Electronics Conference and Exposition APEC,2003-01-01,14,0,0
2-s2.0-0141756252,10.5796/electrochemistry.71.695,Electrochemical Characteristics of Polyindole Derivatives for Redox Capacitors,Electrochemistry,2003-01-01,19,1,0
2-s2.0-0037838357,,Advancement of metal oxide electrode materials for supercapacitors,Kuangye Gongcheng Mining and Metallurgical Engineering,2003-01-01,1,0,0
2-s2.0-0038391494,10.1016/S0389-4304(03)00046-8,Development of capacitor hybrid truck,JSAE Review,2003-01-01,7,0,0
2-s2.0-0038116667,,Modified active carbon as electrodes for double-layer supercapacitor,Dianyuan Jishu Chinese Journal of Power Sources,2003-01-01,2,0,0
2-s2.0-0038265137,10.1115/rtd2003-1652,Investigation of hybrid fuel cell (HFC) technology applications on the future passenger railroad transportation,Proceedings of the IEEE ASME Joint Railroad Conference,2003-01-01,6,0,0
2-s2.0-84920528726,10.1109/PEDS.2003.1283154,A new converter concept for switched reluctance drives with multiple energy sources,Proceedings of the International Conference on Power Electronics and Drive Systems,2003-01-01,5,0,0
2-s2.0-85072414727,10.4271/2003-01-1268,Design and development of the 2003 University of Alberta hybrid electric vehicle,SAE Technical Papers,2003-01-01,3,0,0
2-s2.0-0141507022,10.1109/MPAE.2003.1231687,Electric Power Quality,IEEE Power and Energy Magazine,2003-01-01,28,0,0
2-s2.0-10244236425,,Energy management of electric road vehicles equipped with supercaps,VDI Berichte,2004-12-22,10,0,0
2-s2.0-10044228338,10.1149/1.1808095,Conductivity and capacitance properties of a supercapacitor based on Nafion electrolyte in a nonaqueous system,Electrochemical and Solid State Letters,2004-12-17,47,0,0
2-s2.0-10044239306,10.1149/1.1805504,Polyaniline-MnO2 composite electrode for high energy density electrochemical capacitor,Electrochemical and Solid State Letters,2004-12-17,76,1,0
2-s2.0-10044297173,10.1149/1.1801631,The use of carbon nanofiber electrodes prepared by electrospinning for electrochemical supercapacitors,Electrochemical and Solid State Letters,2004-12-17,93,0,0
2-s2.0-10044289747,10.1117/12.539582,Enhancing quality of carbon nanotubes through a real-time controlled CVD process with application to next-generation nanosystems,Proceedings of SPIE the International Society for Optical Engineering,2004-12-17,5,0,0
2-s2.0-17744380201,,Performance comparison of a fuel cell-battery hybrid powertrain and a fuel cell-ultracapacitor hybrid powertrain,IEEE Workshop on Power Electronics in Transportation,2004-12-01,12,0,0
2-s2.0-27944500593,,Virtual testing of high speed elevators using supercapacitorrecoverysystem,Proceedings of the IEEE International Conference on Industrial Technology,2004-12-01,3,0,0
2-s2.0-33645291202,,FreedomCAR testing of selected commercial ultracapacitors,Proceedings Electrochemical Society,2004-12-01,1,0,0
2-s2.0-20444435163,,Ultracapacitor based ride-through system for a DC load,2004 International Conference on Power System Technology Powercon 2004,2004-12-01,12,0,0
2-s2.0-17444408498,,A fuel cell system with Z-source inverters and ultracapacitors,Conference Proceedings Ipemc 2004 4th International Power Electronics and Motion Control Conference,2004-12-01,29,0,0
2-s2.0-15744398351,,Synthesis and characterization of nanostructured MnO2 for supercapacitor,Acta Chimica Sinica,2004-12-01,20,0,0
2-s2.0-13344285994,,High reliability backup for telecommunications using ultracapacitors,INTELEC International Telecommunications Energy Conference Proceedings,2004-12-01,11,0,0
2-s2.0-34748868223,10.1109/ISIE.2004.1571922,Study of ultracapacitors dynamic behaviour using impedance frequency analysis on a specific test bench,IEEE International Symposium on Industrial Electronics,2004-12-01,16,0,0
2-s2.0-10944243254,10.1109/IAS.2004.1348833,Half-order modelling of supercapacitors,Conference Record IAS Annual Meeting IEEE Industry Applications Society,2004-12-01,55,0,0
2-s2.0-29244459381,,Advances in supercapacitor electrodes using Carbon nanotubes,Chemistry Bulletin Huaxue Tongbao,2004-12-01,4,0,0
2-s2.0-28544450825,,"High frequency characteristics of nanocomposite thin film ""Supercapacitors"" and their suitability for embedded decoupling",Proceedings of 6th Electronics Packaging Technology Conference EPTC 2004,2004-12-01,1,0,0
2-s2.0-10944270791,10.1109/IAS.2004.1348556,Design and analysis of a current-mode controlled battery/ultracapacitor hybrid,Conference Record IAS Annual Meeting IEEE Industry Applications Society,2004-12-01,22,0,0
2-s2.0-23944495343,,Electrodeposition of alloys and composites with superior corrosion and electrocatalytic properties,Plating and Surface Finishing,2004-12-01,15,0,0
2-s2.0-11144235171,,Multi input power electronic converter,Autotechnology,2004-12-01,1,0,0
2-s2.0-20344367542,,Functionalization and dispersion in a polymer-matrix of single-wall carbon nanotubes: A FT-IR study,2004 4th IEEE Conference on Nanotechnology,2004-12-01,2,0,0
2-s2.0-20444425795,10.1117/12.596561,Manufacture of mesoscale energy storage systems by laser-direct write,Proceedings of SPIE the International Society for Optical Engineering,2004-12-01,4,0,0
2-s2.0-17744377954,,Dynamometer-based testing of a proof-of-concept fuel cell vehicle prototype,IEEE Workshop on Power Electronics in Transportation,2004-12-01,1,0,0
2-s2.0-23844509289,,Polymer/carbon nanotube composites: Challenges and opportunities,International SAMPE Symposium and Exhibition Proceedings,2004-12-01,1,0,0
2-s2.0-14744286827,,Capacitance performance of polyaniline modified carbon (PANI/C) electrode,Harbin Gongcheng Daxue Xuebao Journal of Harbin Engineering University,2004-12-01,1,0,0
2-s2.0-10944250565,10.1149/1.1814593,Hydrothermal synthesis of hydrous crystalline RuO2 nanoparticles for supercapacitors,Electrochemical and Solid State Letters,2004-12-01,75,0,0
2-s2.0-53349155980,10.1109/ISIE.2004.1571973,Power quality and reliability supply improvement using a power conditioning system with energy storage capability,IEEE International Symposium on Industrial Electronics,2004-12-01,4,0,0
2-s2.0-17044392189,,Hybrid energy/power sources for electric vehicle traction systems,IEE Conference Publication,2004-12-01,30,0,0
2-s2.0-17444419719,,DC to DC converter with neural network control for on-board electrical energy management,Conference Proceedings Ipemc 2004 4th International Power Electronics and Motion Control Conference,2004-12-01,23,0,0
2-s2.0-15944383737,,Consumed power control of time deferrable loads for frequency regulation,2004 IEEE Pes Power Systems Conference and Exposition,2004-12-01,23,0,0
2-s2.0-33745921694,10.1109/ISIE.2004.1571920,A converter to interface ultra-capacitor energy storage to a fuel cell system,IEEE International Symposium on Industrial Electronics,2004-12-01,11,0,0
2-s2.0-11844306043,,Performance of a combined capacitor based on ultrafine nickel oxide/carbon nanotubes composite electrodes,Journal of University of Science and Technology Beijing Mineral Metallurgy Materials Eng Ed,2004-12-01,5,0,0
2-s2.0-8744277335,10.1109/ACC.2004.182697,Power distribution control coordinating ultracapacitors and batteries for electric vehicles,Proceedings of the American Control Conference,2004-11-30,69,0,0
2-s2.0-10044277091,10.1016/j.ssi.2004.01.070,Mesoporous anhydrous RuO2 as a supercapacitor electrode material,Solid State Ionics,2004-11-30,276,0,0
2-s2.0-10044237942,10.1016/j.ssi.2003.12.049,Electrochemical supercapacitor based on polyaniline doped with lithium salt and active carbon electrodes,Solid State Ionics,2004-11-30,77,0,0
2-s2.0-9344271192,10.1016/j.electacta.2004.02.055,Poly(ethylenedioxythiophene) (PEDOT) as polymer electrode in redox supercapacitor,Electrochimica Acta,2004-11-30,215,0,0
2-s2.0-9344245750,10.1016/j.electacta.2004.02.066,Fabrication and characterization of SnO2-RuO2 composite anode thin film for lithium ion batteries,Electrochimica Acta,2004-11-30,41,0,0
2-s2.0-10144254471,10.1016/j.ssi.2003.12.038,Polyaniline doped with dimethylsulfate as a polymer electrode for all solid-state power source system,Solid State Ionics,2004-11-30,34,0,0
2-s2.0-9344226820,10.1016/j.electacta.2004.02.064,Capacitive performance of the composite electrodes consisted of polyaniline and activated carbons powder in a solid-like acid gel electrolyte,Electrochimica Acta,2004-11-30,35,0,0
2-s2.0-9344233346,10.1016/j.electacta.2004.02.072,Supercapacitor performances of activated carbon fiber webs prepared by electrospinning of PMDA-ODA poly(amic acid) solutions,Electrochimica Acta,2004-11-30,216,0,0
2-s2.0-9344251705,10.1016/j.electacta.2004.02.071,Characteristics of supercapaitor electrodes of PBI-based carbon nanofiber web prepared by electrospinning,Electrochimica Acta,2004-11-30,169,0,0
2-s2.0-8744246313,10.1109/PESC.2004.1355196,Converters with AC transformer intermediate link suitable as interfaces for supercapacitor energy storage,PESC Record IEEE Annual Power Electronics Specialists Conference,2004-11-29,21,0,0
2-s2.0-8744259771,,Ultracapacitors modeling improvement using an experimental characterization based on step and frequency responses,PESC Record IEEE Annual Power Electronics Specialists Conference,2004-11-29,15,0,0
